	NCBI_ID	Database	BioSample	LCMS_file	Genome_label	Method	New_NCBI_ID	Downloaded
249	ERS4341434	ENA_NCBI_accession	ERS4341434	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84993_BD2_01_35234.mzXML	ERS4341434	metagenome	ERS4341434	yes
250	ERS4341435	ENA_NCBI_accession	ERS4341435	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84994_RE6_01_35141.mzXML	ERS4341435	metagenome	ERS4341435	yes
251	ERS4341436	ENA_NCBI_accession	ERS4341436	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84995_RE8_01_35485.mzXML	ERS4341436	metagenome	ERS4341436	yes
252	ERS4341437	ENA_NCBI_accession	ERS4341437	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84996_RE8_01_35144.mzXML	ERS4341437	metagenome	ERS4341437	yes
253	ERS4341438	ENA_NCBI_accession	ERS4341438	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84997_RF8_01_35391.mzXML	ERS4341438	metagenome	ERS4341438	yes
254	ERS4341439	ENA_NCBI_accession	ERS4341439	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84998_RD8_01_35128.mzXML	ERS4341439	metagenome	ERS4341439	yes
255	ERS4341440	ENA_NCBI_accession	ERS4341440	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84999_RF4_01_35725.mzXML	ERS4341440	metagenome	ERS4341440	yes
256	ERS4341441	ENA_NCBI_accession	ERS4341441	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85000_RH7_01_35416.mzXML	ERS4341441	metagenome	ERS4341441	yes
257	ERS4341442	ENA_NCBI_accession	ERS4341442	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85001_RC9_01_35115.mzXML	ERS4341442	metagenome	ERS4341442	yes
258	ERS4341443	ENA_NCBI_accession	ERS4341443	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85002_RA12_01_35326.mzXML	ERS4341443	metagenome	ERS4341443	yes
259	ERS4341444	ENA_NCBI_accession	ERS4341444	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85003_RF6_01_35155.mzXML	ERS4341444	metagenome	ERS4341444	yes
260	ERS4341445	ENA_NCBI_accession	ERS4341445	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85004_RE7_01_35143.mzXML	ERS4341445	metagenome	ERS4341445	yes
261	ERS4341446	ENA_NCBI_accession	ERS4341446	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85005_RF4_01_35386.mzXML	ERS4341446	metagenome	ERS4341446	yes
262	ERS4341447	ENA_NCBI_accession	ERS4341447	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85006_BD2_01_35573.mzXML	ERS4341447	metagenome	ERS4341447	yes
263	ERS4341448	ENA_NCBI_accession	ERS4341448	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85007_BA5_01_35767.mzXML	ERS4341448	metagenome	ERS4341448	yes
264	ERS4341449	ENA_NCBI_accession	ERS4341449	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85008_BD7_01_35578.mzXML	ERS4341449	metagenome	ERS4341449	yes
265	ERS4341450	ENA_NCBI_accession	ERS4341450	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85009_BH7_01_35301.mzXML	ERS4341450	metagenome	ERS4341450	yes
266	ERS4341451	ENA_NCBI_accession	ERS4341451	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85010_RH4_01_35181.mzXML	ERS4341451	metagenome	ERS4341451	yes
267	ERS4341452	ENA_NCBI_accession	ERS4341452	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85011_RF11_01_35161.mzXML	ERS4341452	metagenome	ERS4341452	yes
268	ERS4341453	ENA_NCBI_accession	ERS4341453	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85012_BF3_01_35270.mzXML	ERS4341453	metagenome	ERS4341453	yes
269	ERS4341454	ENA_NCBI_accession	ERS4341454	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85013_RG5_01_35400.mzXML	ERS4341454	metagenome	ERS4341454	yes
270	ERS4341455	ENA_NCBI_accession	ERS4341455	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85014_RA12_01_35090.mzXML	ERS4341455	metagenome	ERS4341455	yes
271	ERS4341456	ENA_NCBI_accession	ERS4341456	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85015_RG11_01_35176.mzXML	ERS4341456	metagenome	ERS4341456	yes
272	ERS4341457	ENA_NCBI_accession	ERS4341457	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85016_BH6_01_35641.mzXML	ERS4341457	metagenome	ERS4341457	yes
273	ERS4341458	ENA_NCBI_accession	ERS4341458	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85017_RG12_01_35177.mzXML	ERS4341458	metagenome	ERS4341458	yes
274	ERS4341459	ENA_NCBI_accession	ERS4341459	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85018_BA9_01_35203.mzXML	ERS4341459	metagenome	ERS4341459	yes
275	ERS4341460	ENA_NCBI_accession	ERS4341460	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85019_BB4_01_35550.mzXML	ERS4341460	metagenome	ERS4341460	yes
276	ERS4341461	ENA_NCBI_accession	ERS4341461	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85020_RE9_01_35718.mzXML	ERS4341461	metagenome	ERS4341461	yes
277	ERS4341462	ENA_NCBI_accession	ERS4341462	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85021_RE12_01_35380.mzXML	ERS4341462	metagenome	ERS4341462	yes
278	ERS4341463	ENA_NCBI_accession	ERS4341463	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85022_RG6_01_35510.mzXML	ERS4341463	metagenome	ERS4341463	yes
279	ERS4346579	ENA_NCBI_accession	ERS4346579	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85023_BA5_01_35538.mzXML	ERS4346579	metagenome	ERS4346579	yes
280	ERS4346580	ENA_NCBI_accession	ERS4346580	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85024_RE12_01_35148.mzXML	ERS4346580	metagenome	ERS4346580	yes
281	ERS4346581	ENA_NCBI_accession	ERS4346581	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85025_RG12_01_35408.mzXML	ERS4346581	metagenome	ERS4346581	yes
282	ERS4346582	ENA_NCBI_accession	ERS4346582	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85026_BF6_01_35607.mzXML	ERS4346582	metagenome	ERS4346582	yes
283	ERS4346583	ENA_NCBI_accession	ERS4346583	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85027_RF7_01_35390.mzXML	ERS4346583	metagenome	ERS4346583	yes
284	ERS4346584	ENA_NCBI_accession	ERS4346584	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85028_RG2_01_35165.mzXML	ERS4346584	metagenome	ERS4346584	yes
285	ERS4346585	ENA_NCBI_accession	ERS4346585	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85029_RE5_01_35140.mzXML	ERS4346585	metagenome	ERS4346585	yes
286	ERS4346586	ENA_NCBI_accession	ERS4346586	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85030_RC5_01_35110.mzXML	ERS4346586	metagenome	ERS4346586	yes
287	ERS4346587	ENA_NCBI_accession	ERS4346587	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85031_RE3_01_35371.mzXML	ERS4346587	metagenome	ERS4346587	yes
288	ERS4346588	ENA_NCBI_accession	ERS4346588	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85032_RA3_01_35080.mzXML	ERS4346588	metagenome	ERS4346588	yes
289	ERS4346589	ENA_NCBI_accession	ERS4346589	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85033_RA10_01_35324.mzXML	ERS4346589	metagenome	ERS4346589	yes
290	ERS4346590	ENA_NCBI_accession	ERS4346590	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85034_RD5_01_35467.mzXML	ERS4346590	metagenome	ERS4346590	yes
291	ERS4346591	ENA_NCBI_accession	ERS4346591	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85035_RA8_01_35086.mzXML	ERS4346591	metagenome	ERS4346591	yes
292	ERS4346592	ENA_NCBI_accession	ERS4346592	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85036_RC2_01_35341.mzXML	ERS4346592	metagenome	ERS4346592	yes
293	ERS4346593	ENA_NCBI_accession	ERS4346593	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85037_BB11_01_35218.mzXML	ERS4346593	metagenome	ERS4346593	yes
294	ERS4346594	ENA_NCBI_accession	ERS4346594	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85038_BE12_01_35267.mzXML	ERS4346594	metagenome	ERS4346594	yes
295	ERS4346595	ENA_NCBI_accession	ERS4346595	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85039_RA6_01_35662.mzXML	ERS4346595	metagenome	ERS4346595	yes
296	ERS4346597	ENA_NCBI_accession	ERS4346597	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85041_RC5_01_35344.mzXML	ERS4346597	metagenome	ERS4346597	yes
297	ERS4346598	ENA_NCBI_accession	ERS4346598	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85042_RD10_01_35130.mzXML	ERS4346598	metagenome	ERS4346598	yes
298	ERS4341464	ENA_NCBI_accession	ERS4341464	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85045_RA9_01_35665.mzXML	ERS4341464	metagenome	ERS4341464	yes
299	ERS4341465	ENA_NCBI_accession	ERS4341465	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85046_RB12_01_35682.mzXML	ERS4341465	metagenome	ERS4341465	yes
300	ERS4341466	ENA_NCBI_accession	ERS4341466	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85047_RF9_01_35730.mzXML	ERS4341466	metagenome	ERS4341466	yes
301	ERS4341467	ENA_NCBI_accession	ERS4341467	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85048_RH9_01_35756.mzXML	ERS4341467	metagenome	ERS4341467	yes
302	ERS4341469	ENA_NCBI_accession	ERS4341469	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85050_RB8_01_35678.mzXML	ERS4341469	metagenome	ERS4341469	yes
303	ERS4341470	ENA_NCBI_accession	ERS4341470	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85051_RC10_01_35692.mzXML	ERS4341470	metagenome	ERS4341470	yes
304	ERS4341471	ENA_NCBI_accession	ERS4341471	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85052_RE8_01_35717.mzXML	ERS4341471	metagenome	ERS4341471	yes
305	ERS4341472	ENA_NCBI_accession	ERS4341472	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85053_RE12_01_35721.mzXML	ERS4341472	metagenome	ERS4341472	yes
306	ERS4341473	ENA_NCBI_accession	ERS4341473	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85054_RF11_01_35732.mzXML	ERS4341473	metagenome	ERS4341473	yes
307	ERS4341474	ENA_NCBI_accession	ERS4341474	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85055_BH3_01_35796.mzXML	ERS4341474	metagenome	ERS4341474	yes
308	ERS4341475	ENA_NCBI_accession	ERS4341475	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85056_RG8_01_35743.mzXML	ERS4341475	metagenome	ERS4341475	yes
309	ERS4341476	ENA_NCBI_accession	ERS4341476	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85057_RE10_01_35719.mzXML	ERS4341476	metagenome	ERS4341476	yes
310	ERS4341477	ENA_NCBI_accession	ERS4341477	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85058_RG11_01_35746.mzXML	ERS4341477	metagenome	ERS4341477	yes
311	ERS4341478	ENA_NCBI_accession	ERS4341478	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85059_RG3_01_35738.mzXML	ERS4341478	metagenome	ERS4341478	yes
312	ERS4341479	ENA_NCBI_accession	ERS4341479	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85060_RB7_01_35677.mzXML	ERS4341479	metagenome	ERS4341479	yes
313	ERS4341480	ENA_NCBI_accession	ERS4341480	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85061_RC4_01_35686.mzXML	ERS4341480	metagenome	ERS4341480	yes
314	ERS4341481	ENA_NCBI_accession	ERS4341481	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85062_RH3_01_35750.mzXML	ERS4341481	metagenome	ERS4341481	yes
315	ERS4341482	ENA_NCBI_accession	ERS4341482	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85063_RB4_01_35674.mzXML	ERS4341482	metagenome	ERS4341482	yes
316	ERS4341483	ENA_NCBI_accession	ERS4341483	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85182_RH2_01_35749.mzXML	ERS4341483	metagenome	ERS4341483	yes
317	ERS4341484	ENA_NCBI_accession	ERS4341484	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85183_RB5_01_35675.mzXML	ERS4341484	metagenome	ERS4341484	yes
318	ERS4341485	ENA_NCBI_accession	ERS4341485	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85184_BB3_01_35769.mzXML	ERS4341485	metagenome	ERS4341485	yes
319	ERS4341486	ENA_NCBI_accession	ERS4341486	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85185_RG12_01_35747.mzXML	ERS4341486	metagenome	ERS4341486	yes
320	ERS4341487	ENA_NCBI_accession	ERS4341487	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85186_RE7_01_35716.mzXML	ERS4341487	metagenome	ERS4341487	yes
321	ERS4341488	ENA_NCBI_accession	ERS4341488	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85187_BG4_01_35793.mzXML	ERS4341488	metagenome	ERS4341488	yes
322	ERS4341489	ENA_NCBI_accession	ERS4341489	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85188_BG5_01_35794.mzXML	ERS4341489	metagenome	ERS4341489	yes
323	ERS4341490	ENA_NCBI_accession	ERS4341490	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85189_RB6_01_35676.mzXML	ERS4341490	metagenome	ERS4341490	yes
324	ERS4341491	ENA_NCBI_accession	ERS4341491	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85190_RF6_01_35727.mzXML	ERS4341491	metagenome	ERS4341491	yes
325	ERS4341492	ENA_NCBI_accession	ERS4341492	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85191_RB9_01_35679.mzXML	ERS4341492	metagenome	ERS4341492	yes
326	ERS4341493	ENA_NCBI_accession	ERS4341493	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85192_BB2_01_35768.mzXML	ERS4341493	metagenome	ERS4341493	yes
327	ERS4341494	ENA_NCBI_accession	ERS4341494	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85193_BH4_01_35797.mzXML	ERS4341494	metagenome	ERS4341494	yes
328	ERS4341495	ENA_NCBI_accession	ERS4341495	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85194_BD4_01_35779.mzXML	ERS4341495	metagenome	ERS4341495	yes
329	ERS4341496	ENA_NCBI_accession	ERS4341496	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85195_RD6_01_35700.mzXML	ERS4341496	metagenome	ERS4341496	yes
330	ERS4341497	ENA_NCBI_accession	ERS4341497	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85196_RA8_01_35664.mzXML	ERS4341497	metagenome	ERS4341497	yes
331	ERS4341498	ENA_NCBI_accession	ERS4341498	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85197_BE4_01_35784.mzXML	ERS4341498	metagenome	ERS4341498	yes
332	ERS4341499	ENA_NCBI_accession	ERS4341499	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85198_RG9_01_35744.mzXML	ERS4341499	metagenome	ERS4341499	yes
333	ERS4341500	ENA_NCBI_accession	ERS4341500	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85199_RD11_01_35705.mzXML	ERS4341500	metagenome	ERS4341500	yes
334	ERS4341501	ENA_NCBI_accession	ERS4341501	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85200_RH7_01_35754.mzXML	ERS4341501	metagenome	ERS4341501	yes
335	ERS4341502	ENA_NCBI_accession	ERS4341502	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85201_RH6_01_35753.mzXML	ERS4341502	metagenome	ERS4341502	yes
336	ERS4341503	ENA_NCBI_accession	ERS4341503	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85202_RD7_01_35701.mzXML	ERS4341503	metagenome	ERS4341503	yes
337	ERS4341504	ENA_NCBI_accession	ERS4341504	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85203_RC5_01_35687.mzXML	ERS4341504	metagenome	ERS4341504	yes
338	ERS4341505	ENA_NCBI_accession	ERS4341505	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85204_RE6_01_35715.mzXML	ERS4341505	metagenome	ERS4341505	yes
339	ERS4341507	ENA_NCBI_accession	ERS4341507	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85206_RA12_01_35668.mzXML	ERS4341507	metagenome	ERS4341507	yes
340	ERS4341508	ENA_NCBI_accession	ERS4341508	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85207_BF4_01_35788.mzXML	ERS4341508	metagenome	ERS4341508	yes
341	ERS4341509	ENA_NCBI_accession	ERS4341509	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85208_RC7_01_35689.mzXML	ERS4341509	metagenome	ERS4341509	yes
342	ERS4341510	ENA_NCBI_accession	ERS4341510	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85209_BE2_01_35782.mzXML	ERS4341510	metagenome	ERS4341510	yes
343	ERS4341511	ENA_NCBI_accession	ERS4341511	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85210_RG6_01_35741.mzXML	ERS4341511	metagenome	ERS4341511	yes
344	ERS4341512	ENA_NCBI_accession	ERS4341512	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85211_RA11_01_35667.mzXML	ERS4341512	metagenome	ERS4341512	yes
345	ERS4341513	ENA_NCBI_accession	ERS4341513	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85212_BC2_01_35773.mzXML	ERS4341513	metagenome	ERS4341513	yes
346	ERS4341514	ENA_NCBI_accession	ERS4341514	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85213_BB4_01_35770.mzXML	ERS4341514	metagenome	ERS4341514	yes
347	ERS4341515	ENA_NCBI_accession	ERS4341515	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85214_BF3_01_35787.mzXML	ERS4341515	metagenome	ERS4341515	yes
348	ERS4341516	ENA_NCBI_accession	ERS4341516	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85215_RF8_01_35729.mzXML	ERS4341516	metagenome	ERS4341516	yes
349	ERS4341517	ENA_NCBI_accession	ERS4341517	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85216_BF2_01_35786.mzXML	ERS4341517	metagenome	ERS4341517	yes
350	ERS4341518	ENA_NCBI_accession	ERS4341518	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85217_RB12_01_35104.mzXML	ERS4341518	metagenome	ERS4341518	yes
351	ERS4341519	ENA_NCBI_accession	ERS4341519	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85218_RB6_01_35332.mzXML	ERS4341519	metagenome	ERS4341519	yes
352	ERS4341520	ENA_NCBI_accession	ERS4341520	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85219_BG5_01_35285.mzXML	ERS4341520	metagenome	ERS4341520	yes
353	ERS4341521	ENA_NCBI_accession	ERS4341521	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85220_RH2_01_35179.mzXML	ERS4341521	metagenome	ERS4341521	yes
354	ERS4341523	ENA_NCBI_accession	ERS4341523	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85222_RD12_01_35365.mzXML	ERS4341523	metagenome	ERS4341523	yes
355	ERS4341524	ENA_NCBI_accession	ERS4341524	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85223_RD2_01_35121.mzXML	ERS4341524	metagenome	ERS4341524	yes
356	ERS4341525	ENA_NCBI_accession	ERS4341525	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85224_RE9_01_35377.mzXML	ERS4341525	metagenome	ERS4341525	yes
357	ERS4341526	ENA_NCBI_accession	ERS4341526	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85225_BC6_01_35565.mzXML	ERS4341526	metagenome	ERS4341526	yes
358	ERS4341527	ENA_NCBI_accession	ERS4341527	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85226_RD4_01_35123.mzXML	ERS4341527	metagenome	ERS4341527	yes
359	ERS4341528	ENA_NCBI_accession	ERS4341528	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85227_RH12_01_35190.mzXML	ERS4341528	metagenome	ERS4341528	yes
360	ERS4341529	ENA_NCBI_accession	ERS4341529	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85228_RF3_01_35724.mzXML	ERS4341529	metagenome	ERS4341529	yes
361	ERS4341530	ENA_NCBI_accession	ERS4341530	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85229_BC6_01_35225.mzXML	ERS4341530	metagenome	ERS4341530	yes
362	ERS4341531	ENA_NCBI_accession	ERS4341531	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85230_RG7_01_35742.mzXML	ERS4341531	metagenome	ERS4341531	yes
363	ERS4341532	ENA_NCBI_accession	ERS4341532	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85231_BH2_01_35795.mzXML	ERS4341532	metagenome	ERS4341532	yes
364	ERS4341533	ENA_NCBI_accession	ERS4341533	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85232_RC9_01_35691.mzXML	ERS4341533	metagenome	ERS4341533	yes
365	ERS4341534	ENA_NCBI_accession	ERS4341534	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85233_RF5_01_35726.mzXML	ERS4341534	metagenome	ERS4341534	yes
366	ERS4341535	ENA_NCBI_accession	ERS4341535	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85234_RC11_01_35117.mzXML	ERS4341535	metagenome	ERS4341535	yes
367	ERS4341536	ENA_NCBI_accession	ERS4341536	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85235_BD2_01_35777.mzXML	ERS4341536	metagenome	ERS4341536	yes
368	ERS4341537	ENA_NCBI_accession	ERS4341537	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85236_RH11_01_35758.mzXML	ERS4341537	metagenome	ERS4341537	yes
369	ERS4341538	ENA_NCBI_accession	ERS4341538	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85237_RA5_01_35317.mzXML	ERS4341538	metagenome	ERS4341538	yes
370	ERS4341539	ENA_NCBI_accession	ERS4341539	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85238_BF9_01_35277.mzXML	ERS4341539	metagenome	ERS4341539	yes
371	ERS4341541	ENA_NCBI_accession	ERS4341541	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85239_RB9_01_35101.mzXML	ERS4341541	metagenome	ERS4341541	yes
